,cityName,cloudiness,country,date,humidity,lat,lng,maxTemp,windSpeed
381,anito,76,PH,1545863859,100,12.45,125.29,27.07,8.57
382,alice,90,US,1545862680,78,27.75,-98.07,25.0,5.7
383,dunedin,64,NZ,1545863741,62,-45.87,170.5,16.27,2.77
384,svetlaya,12,RU,1545863859,100,46.54,138.33,-12.03,7.92
385,orsha,75,BY,1545861600,92,54.51,30.43,-1.0,8.0
386,zabid,0,YE,1545863860,59,14.2,44.5,-1.83,0.97
387,san pedro de macoris,75,DO,1545861600,69,18.46,-69.3,27.0,6.2
388,san ramon,75,NI,1545861600,83,12.92,-85.84,21.0,3.1
389,port hueneme,40,US,1545861420,39,34.15,-119.2,18.9,4.1
390,pacific grove,75,US,1545862500,61,36.62,-121.92,15.0,5.7
391,alice springs,0,AU,1545861600,17,-23.7,133.88,33.0,6.72
392,ahuimanu,1,US,1545861420,84,21.44,-157.84,28.9,2.1
393,broken hill,20,AU,1545858000,14,-31.97,141.45,33.0,5.1
394,jos,8,NG,1545863862,76,9.92,8.9,11.02,1.42
395,bereda,0,ES,1545861600,76,43.27,-7.54,12.0,4.1
396,gat,20,SN,1545863863,35,14.69,-16.54,20.82,3.32
397,evensk,44,RU,1545863863,100,61.92,159.24,-13.08,5.02
398,khani,90,GE,1545861600,93,41.96,42.96,5.0,1.5
399,yerbogachen,68,RU,1545863863,80,61.28,108.01,-28.21,2.32
400,karsun,68,RU,1545863863,88,54.2,46.98,-6.41,3.27
401,guerrero negro,0,MX,1545863864,59,27.97,-114.04,17.57,4.82
402,pula,75,EC,1545861600,62,-1.95,-79.93,30.0,1.5
403,leh,44,IN,1545863864,51,34.16,77.58,-33.13,0.57
404,khomeyn,12,IR,1545863864,60,33.64,50.08,-7.78,1.47
405,longyearbyen,75,NO,1545862800,60,78.22,15.63,-15.0,7.7
406,halifax,5,CA,1545861600,53,44.65,-63.58,-5.0,4.1
407,quatre cocos,20,MU,1545861600,88,-20.21,57.76,24.0,3.1
408,batagay,44,RU,1545863865,0,67.65,134.64,-43.06,1.17
409,athabasca,68,CA,1545863718,82,54.72,-113.29,-17.88,2.12
410,san nicolas,48,HN,1545863714,80,14.94,-88.33,20.52,0.87
411,mon,0,IN,1545863866,87,26.73,95.03,8.42,0.97
412,chubbuck,40,US,1545861180,77,42.93,-112.47,-5.0,4.1
413,brookhaven,75,US,1545861360,61,40.78,-72.92,3.9,1.5
414,sistranda,75,NO,1545861000,93,63.73,8.83,6.0,6.7
415,port hawkesbury,1,CA,1545861600,67,45.62,-61.36,-7.0,6.7
416,dawlatabad,68,AF,1545863867,80,36.41,64.91,0.32,2.87
417,byron bay,0,AU,1545861600,68,-28.65,153.62,24.0,3.02
418,mascote,12,BR,1545863635,80,-15.56,-39.3,25.97,3.67
419,tautira,75,PF,1545863400,58,-17.73,-149.15,31.0,4.6
420,sorong,24,ID,1545863868,100,-0.86,131.25,26.37,2.77
421,weihe,88,CN,1545863868,94,32.99,105.33,-0.66,0.97
422,capalonga,68,PH,1545863869,100,14.33,122.49,26.12,5.27
423,espoo,75,FI,1545862800,86,60.22,24.66,-1.0,2.1
424,namatanai,12,PG,1545863869,100,-3.66,152.44,28.8,4.32
425,nikki,0,BJ,1545863870,52,9.94,3.21,17.67,2.12
426,tabou,0,CI,1545863870,99,4.42,-7.36,28.45,4.22
427,tabuk,92,PH,1545863870,98,17.41,121.44,20.72,0.97
428,reo,0,BF,1545863871,47,12.32,-2.47,15.2,1.97
429,owensboro,1,US,1545862500,53,37.77,-87.11,11.1,2.6
430,udachnyy,64,RU,1545863871,44,66.42,112.4,-33.68,1.17
431,apatou,80,SR,1545863872,98,5.16,-54.34,23.12,1.32
432,goderich,56,CA,1545863872,84,43.74,-81.71,-1.66,4.22
433,tamiahua,0,MX,1545863872,88,21.28,-97.45,24.1,6.72
434,margate,0,AU,1545861600,45,-43.03,147.26,18.0,4.1
435,sumter,1,US,1545862500,57,33.92,-80.34,13.3,3.32
436,nantucket,75,US,1545861360,48,41.28,-70.1,1.7,2.6
437,utica,90,US,1545862080,92,43.1,-75.23,-2.2,2.77
438,venice,1,US,1545862500,53,27.1,-82.45,24.0,5.1
439,woodward,90,US,1545861960,87,36.43,-99.39,12.8,6.2
440,vigrestad,90,NO,1545862800,93,58.57,5.7,8.0,3.6
441,ayorou,0,NE,1545863874,39,14.73,0.92,16.62,4.87
442,husavik,80,CA,1545863875,83,50.56,-96.99,-15.96,1.67
443,okato,0,NZ,1545863875,100,-39.19,173.88,18.47,5.22
444,chemal,0,RU,1545863875,84,51.41,86.0,-26.21,1.52
445,aykhal,36,RU,1545863875,64,65.95,111.51,-37.53,1.22
446,saint-georges,56,CA,1545863876,67,46.12,-70.67,-13.48,3.22
447,inuvik,5,CA,1545861600,68,68.36,-133.71,-29.0,3.6
448,mogadishu,20,SO,1545863794,99,2.04,45.34,26.3,9.77
449,nichinan,20,JP,1545861600,100,31.65,131.31,7.0,2.6
450,biak,44,ID,1545863877,97,-0.91,122.88,26.8,0.97
451,vanimo,92,PG,1545863877,100,-2.67,141.3,25.52,3.42
452,el dorado,44,VE,1545863877,79,6.71,-61.64,23.6,1.92
453,borovichi,64,RU,1545863878,84,58.39,33.91,-9.96,2.42
454,matara,68,PE,1545863878,94,-13.74,-72.9,7.52,0.62
455,kaoma,64,ZM,1545863878,92,-14.8,24.8,19.02,2.12
456,boguchany,56,RU,1545863878,56,58.38,97.46,-28.56,1.77
457,poltavka,0,RU,1545863879,49,54.36,71.76,-34.08,1.87
458,perth,75,GB,1545862800,87,56.4,-3.43,9.0,6.2
459,namwala,44,ZM,1545863879,92,-15.75,26.45,19.92,2.87
460,acari,8,BR,1545863880,52,-6.44,-36.64,24.87,4.82
461,semirom,12,IR,1545863880,53,31.41,51.57,-13.98,1.07
462,natal,0,BR,1545861600,69,-5.81,-35.21,26.0,2.6
463,porto novo,75,BR,1545861600,83,-23.68,-45.44,22.0,2.1
464,guanhaes,92,BR,1545863881,99,-18.77,-42.93,19.12,1.07
465,aras,0,YE,1545863881,59,14.28,44.38,-1.83,0.97
466,guerrero,75,AR,1545861600,48,-24.19,-65.45,30.0,2.6
467,sambava,68,MG,1545863881,100,-14.27,50.17,27.7,2.07
468,elizabeth city,1,US,1545862800,74,36.3,-76.22,6.1,2.22
469,muswellbrook,0,AU,1545863882,72,-32.27,150.89,29.1,1.62
470,katima mulilo,32,NA,1545863882,92,-17.5,24.28,18.42,1.22
471,ceyhan,75,TR,1545862800,81,37.03,35.82,10.0,4.1
472,ejido,0,VE,1545863883,85,8.55,-71.24,14.97,0.42
473,kavieng,88,PG,1545863883,100,-2.57,150.8,27.42,11.87
474,na klang,0,TH,1545861600,100,17.3,102.21,17.0,1.02
475,huarmey,64,PE,1545863883,73,-10.07,-78.15,21.2,1.62
476,takaka,0,NZ,1545863884,70,-40.86,172.81,18.87,1.97
477,tecoanapa,5,MX,1545860460,70,16.99,-99.26,30.0,3.6
478,velizh,80,RU,1545863884,83,55.61,31.2,-4.28,6.57
479,pingxiang,92,CN,1545863884,98,27.63,113.85,5.77,1.52
480,omboue,80,GA,1545863885,100,-1.57,9.26,26.27,2.07
481,copiapo,90,CL,1545861600,68,-27.37,-70.33,18.0,6.2
482,pauini,8,BR,1545863885,99,-7.71,-67.0,22.95,1.07
483,andra,64,RU,1545863885,79,62.52,65.89,-19.88,4.67
484,beyneu,88,KZ,1545863885,94,45.32,55.19,1.1,4.82
485,leningradskiy,24,RU,1545863886,78,69.38,178.42,-24.38,11.97
486,krasnyy kholm,88,RU,1545863886,89,58.06,37.11,-9.16,1.92
487,waipawa,92,NZ,1545863886,97,-39.94,176.59,15.57,2.72
488,brazzaville,40,CD,1545859740,88,-4.27,15.27,23.0,1.5
489,labuhan,76,ID,1545863887,87,-2.54,115.51,24.87,1.32
490,somerset east,0,ZA,1545863887,90,-32.72,25.59,16.77,2.22
491,ziro,12,IN,1545863887,82,27.54,93.82,3.45,0.72
492,imbituba,75,BR,1545861600,69,-28.24,-48.67,25.0,2.6
493,turiacu,20,BR,1545863888,89,-5.01,-63.0,25.47,1.42
494,buzdyak,88,RU,1545863888,85,54.57,54.53,-10.08,7.42
495,roald,75,NO,1545862800,87,62.58,6.12,7.0,4.6
496,rameswaram,88,IN,1545863889,100,9.28,79.3,26.47,4.32
497,budogoshch,64,RU,1545863889,87,59.29,32.45,-10.28,1.02
498,gigmoto,92,PH,1545863889,100,13.78,124.39,25.92,5.22
499,green river,90,US,1545861900,77,41.53,-109.47,-6.7,7.7
500,barra do garcas,20,BR,1545863671,90,-15.89,-52.26,24.27,0.92
501,oistins,20,BB,1545861600,74,13.07,-59.53,26.0,6.7
502,mana,0,RS,1545863400,92,43.52,20.24,-3.0,1.0
503,cervo,88,BR,1545863890,96,-22.19,-46.24,18.12,1.52
504,winsum,90,NL,1545863100,100,53.33,6.52,6.0,4.6
505,shingu,0,JP,1545863891,100,33.72,135.99,10.57,8.52
506,thalgau,20,AT,1545862800,92,47.84,13.25,-3.0,2.1
507,ventspils,75,LV,1545861000,86,57.39,21.56,4.0,2.6
508,lawrenceburg,1,US,1545862500,62,35.24,-87.33,16.1,3.6
509,borovoy,64,RU,1545863892,79,63.23,52.89,-11.03,3.92
510,alagoinhas,0,BR,1545863892,69,-12.13,-38.42,24.37,4.92
511,brae,88,GB,1545862800,100,60.4,-1.35,9.0,6.2
512,elat,76,CM,1545863893,94,2.91,11.16,21.37,1.07
513,azare,0,NG,1545863893,47,11.67,10.19,14.92,3.32
514,santiago del estero,24,AR,1545863893,36,-27.8,-64.26,35.52,5.82
515,victor harbor,0,AU,1545861600,26,-35.55,138.62,28.0,3.1
516,puro,92,PH,1545863894,97,13.13,123.76,24.85,1.92
517,nueve de julio,0,AR,1545863894,28,-31.67,-68.39,32.57,3.52
518,petauke,68,ZM,1545863894,91,-14.25,31.33,18.85,2.07
519,kununurra,0,AU,1545861600,78,-15.77,128.74,28.0,2.1
520,dangara,0,NG,1545863895,58,11.43,7.3,15.05,3.12
521,hanyang,92,CN,1545863895,100,32.14,105.51,2.52,1.07
522,bol,8,TD,1545863895,42,13.47,14.72,15.07,1.67
523,les cayes,0,HT,1545863896,100,18.19,-73.75,26.45,8.07
524,caravelas,48,BR,1545863896,99,-17.73,-39.27,26.92,8.77
525,the pas,90,CA,1545862380,84,53.82,-101.24,-16.0,2.1
526,minas novas,68,BR,1545863896,93,-17.22,-42.59,22.05,1.77
527,aklavik,5,CA,1545861600,68,68.22,-135.01,-29.0,3.6
528,saint anthony,1,US,1545861840,70,43.97,-111.68,-4.4,3.1
529,gazanjyk,0,TM,1545863897,66,39.24,55.52,-1.46,1.22
530,vila,0,IT,1545862800,100,45.18,8.4,4.0,0.5
531,lunino,80,RU,1545863898,94,53.59,45.22,-4.46,2.62
532,mudgee,0,AU,1545861600,47,-32.6,149.59,26.0,1.5
533,comodoro rivadavia,75,AR,1545861600,38,-45.87,-67.48,23.0,7.2
534,bose,0,IT,1545862800,57,45.46,8.01,4.0,1.5
535,djambala,64,CG,1545863899,97,-2.55,14.76,20.85,1.32
536,riverton,90,US,1545862800,74,43.02,-108.38,-4.4,2.6
537,puerto carreno,20,CO,1545861600,46,6.19,-67.49,33.0,4.1
538,luau,32,CD,1545863899,95,-10.7,22.23,18.55,1.77
539,fort nelson,90,CA,1545861600,83,58.81,-122.69,-20.0,1.0
540,cairns,75,AU,1545861600,94,-16.92,145.77,26.0,9.3
541,pangai,20,TO,1545861600,83,-19.8,-174.35,29.0,4.1
542,roma,0,IT,1545861000,64,41.89,12.48,5.0,0.5
543,basco,90,US,1545863700,80,40.33,-91.2,7.2,6.2
544,chunoyar,56,RU,1545863901,69,57.45,97.32,-30.71,1.52
545,plouzane,0,FR,1545861600,86,48.38,-4.62,5.0,2.1
